"";"ensembl_transcript_id_version";"ensembl_gene_id"
"481";"ENSDART00000190378.1";"ENSDARG00000103391"
"482";"ENSDART00000190736.1";"ENSDARG00000113690"
"483";"ENSDART00000190775.1";"ENSDARG00000115774"
"484";"ENSDART00000190928.1";"ENSDARG00000109933"
"485";"ENSDART00000190959.1";"ENSDARG00000090063"
"486";"ENSDART00000191315.1";"ENSDARG00000110275"
"487";"ENSDART00000191414.1";"ENSDARG00000098677"
"488";"ENSDART00000191731.1";"ENSDARG00000115580"
"489";"ENSDART00000191760.1";"ENSDARG00000112754"
"490";"ENSDART00000191797.1";"ENSDARG00000019135"
"491";"ENSDART00000192041.1";"ENSDARG00000111826"
"492";"ENSDART00000192441.1";"ENSDARG00000116308"
"493";"ENSDART00000192804.1";"ENSDARG00000115142"
"494";"ENSDART00000192977.1";"ENSDARG00000105063"
"495";"ENSDART00000193421.1";"ENSDARG00000042018"
"496";"ENSDART00000193441.1";"ENSDARG00000115584"
"497";"ENSDART00000193507.1";"ENSDARG00000113814"
"498";"ENSDART00000193555.1";"ENSDARG00000114873"
"499";"ENSDART00000003621.9";"ENSDARG00000017163"
"500";"ENSDART00000003907.10";"ENSDARG00000067828"
"501";"ENSDART00000004539.7";"ENSDARG00000027141"
"502";"ENSDART00000005355.8";"ENSDARG00000009253"
"503";"ENSDART00000005944.8";"ENSDARG00000020197"
"504";"ENSDART00000006899.8";"ENSDARG00000002184"
"505";"ENSDART00000006908.9";"ENSDARG00000045070"
"506";"ENSDART00000009952.9";"ENSDARG00000018898"
"507";"ENSDART00000010323.8";"ENSDARG00000019098"
"508";"ENSDART00000010821.10";"ENSDARG00000017675"
"509";"ENSDART00000011188.9";"ENSDARG00000010472"
"510";"ENSDART00000012603.9";"ENSDARG00000038363"
"511";"ENSDART00000012759.7";"ENSDARG00000020449"
"512";"ENSDART00000015643.8";"ENSDARG00000022918"
"513";"ENSDART00000019846.7";"ENSDARG00000003533"
"514";"ENSDART00000021372.6";"ENSDARG00000003420"
"515";"ENSDART00000022325.8";"ENSDARG00000018593"
"516";"ENSDART00000024858.7";"ENSDARG00000010717"
"517";"ENSDART00000024872.9";"ENSDARG00000020926"
"518";"ENSDART00000024935.8";"ENSDARG00000015681"
"519";"ENSDART00000025019.7";"ENSDARG00000013266"
"520";"ENSDART00000025612.6";"ENSDARG00000029905"
"521";"ENSDART00000025910.7";"ENSDARG00000017422"
"522";"ENSDART00000027026.7";"ENSDARG00000004296"
"523";"ENSDART00000031173.8";"ENSDARG00000023298"
"524";"ENSDART00000031380.7";"ENSDARG00000036787"
"525";"ENSDART00000031425.8";"ENSDARG00000024219"
"526";"ENSDART00000033574.6";"ENSDARG00000024771"
"527";"ENSDART00000033657.7";"ENSDARG00000025671"
"528";"ENSDART00000033848.9";"ENSDARG00000017835"
"529";"ENSDART00000037729.7";"ENSDARG00000025325"
"530";"ENSDART00000038535.7";"ENSDARG00000021913"
"531";"ENSDART00000040577.6";"ENSDARG00000032264"
"532";"ENSDART00000041026.8";"ENSDARG00000039349"
"533";"ENSDART00000041304.8";"ENSDARG00000009350"
"534";"ENSDART00000042943.8";"ENSDARG00000016897"
"535";"ENSDART00000043069.8";"ENSDARG00000032552"
"536";"ENSDART00000043484.8";"ENSDARG00000042937"
"537";"ENSDART00000044471.6";"ENSDARG00000030311"
"538";"ENSDART00000045410.7";"ENSDARG00000035018"
"539";"ENSDART00000045816.7";"ENSDARG00000023111"
"540";"ENSDART00000045933.7";"ENSDARG00000010956"
"541";"ENSDART00000046376.9";"ENSDARG00000014790"
"542";"ENSDART00000047916.6";"ENSDARG00000074306"
"543";"ENSDART00000049147.6";"ENSDARG00000033754"
"544";"ENSDART00000051065.6";"ENSDARG00000052846"
"545";"ENSDART00000051792.6";"ENSDARG00000019235"
"546";"ENSDART00000051886.7";"ENSDARG00000002219"
"547";"ENSDART00000052063.6";"ENSDARG00000035860"
"548";"ENSDART00000052383.7";"ENSDARG00000036080"
"549";"ENSDART00000053153.6";"ENSDARG00000036588"
"550";"ENSDART00000054092.7";"ENSDARG00000037196"
"551";"ENSDART00000054115.5";"ENSDARG00000075666"
"552";"ENSDART00000054209.7";"ENSDARG00000037262"
"553";"ENSDART00000054689.5";"ENSDARG00000037555"
"554";"ENSDART00000055325.7";"ENSDARG00000037962"
"555";"ENSDART00000056655.5";"ENSDARG00000038792"
"556";"ENSDART00000056893.5";"ENSDARG00000038976"
"557";"ENSDART00000058336.5";"ENSDARG00000039880"
"558";"ENSDART00000058546.5";"ENSDARG00000040021"
"559";"ENSDART00000059038.8";"ENSDARG00000078717"
"560";"ENSDART00000059264.6";"ENSDARG00000054031"
"561";"ENSDART00000059507.6";"ENSDARG00000040643"
"562";"ENSDART00000059984.6";"ENSDARG00000040930"
"563";"ENSDART00000060015.8";"ENSDARG00000041078"
"564";"ENSDART00000060184.6";"ENSDARG00000041078"
"565";"ENSDART00000060905.5";"ENSDARG00000041546"
"566";"ENSDART00000061265.6";"ENSDARG00000041802"
"567";"ENSDART00000061739.4";"ENSDARG00000071377"
"568";"ENSDART00000062699.6";"ENSDARG00000042726"
"569";"ENSDART00000062856.6";"ENSDARG00000042825"
"570";"ENSDART00000063750.7";"ENSDARG00000043431"
"571";"ENSDART00000065057.7";"ENSDARG00000044318"
"572";"ENSDART00000065563.5";"ENSDARG00000044626"
"573";"ENSDART00000065985.5";"ENSDARG00000044895"
"574";"ENSDART00000066583.5";"ENSDARG00000004274"
"575";"ENSDART00000067172.4";"ENSDARG00000045691"
"576";"ENSDART00000067174.4";"ENSDARG00000045691"
"577";"ENSDART00000067397.7";"ENSDARG00000033134"
"578";"ENSDART00000067427.5";"ENSDARG00000045874"
"579";"ENSDART00000067843.6";"ENSDARG00000046141"
"580";"ENSDART00000073457.5";"ENSDARG00000114405"
"581";"ENSDART00000073734.5";"ENSDARG00000052010"
"582";"ENSDART00000073936.6";"ENSDARG00000052142"
"583";"ENSDART00000075299.6";"ENSDARG00000002509"
"584";"ENSDART00000075420.5";"ENSDARG00000053383"
"585";"ENSDART00000076318.3";"ENSDARG00000054184"
"586";"ENSDART00000076439.6";"ENSDARG00000077299"
"587";"ENSDART00000077245.6";"ENSDARG00000091169"
"588";"ENSDART00000077804.5";"ENSDARG00000055445"
"589";"ENSDART00000078792.5";"ENSDARG00000056331"
"590";"ENSDART00000078795.6";"ENSDARG00000056331"
"591";"ENSDART00000079050.7";"ENSDARG00000056531"
"592";"ENSDART00000079504.4";"ENSDARG00000056921"
"593";"ENSDART00000080430.4";"ENSDARG00000044015"
"594";"ENSDART00000080789.6";"ENSDARG00000070507"
"595";"ENSDART00000081760.5";"ENSDARG00000058815"
"596";"ENSDART00000082121.5";"ENSDARG00000014024"
"597";"ENSDART00000082577.4";"ENSDARG00000059423"
"598";"ENSDART00000082761.5";"ENSDARG00000002912"
"599";"ENSDART00000084184.5";"ENSDARG00000060036"
"600";"ENSDART00000084417.5";"ENSDARG00000060124"
"601";"ENSDART00000086994.5";"ENSDARG00000061185"
"602";"ENSDART00000088569.5";"ENSDARG00000061791"
"603";"ENSDART00000088605.7";"ENSDARG00000011240"
"604";"ENSDART00000089386.6";"ENSDARG00000062108"
"605";"ENSDART00000091298.7";"ENSDARG00000075673"
"606";"ENSDART00000091695.5";"ENSDARG00000063006"
"607";"ENSDART00000092015.5";"ENSDARG00000063155"
"608";"ENSDART00000093298.4";"ENSDARG00000010472"
"609";"ENSDART00000098942.5";"ENSDARG00000052164"
"610";"ENSDART00000099283.5";"ENSDARG00000068602"
"611";"ENSDART00000099315.5";"ENSDARG00000045857"
"612";"ENSDART00000099602.5";"ENSDARG00000027141"
"613";"ENSDART00000100014.4";"ENSDARG00000068993"
"614";"ENSDART00000100351.5";"ENSDARG00000033444"
"615";"ENSDART00000100608.6";"ENSDARG00000069245"
"616";"ENSDART00000100610.5";"ENSDARG00000069245"
"617";"ENSDART00000100667.5";"ENSDARG00000042151"
"618";"ENSDART00000101765.4";"ENSDARG00000069758"
"619";"ENSDART00000102086.5";"ENSDARG00000069888"
"620";"ENSDART00000102535.5";"ENSDARG00000036893"
"621";"ENSDART00000102934.4";"ENSDARG00000059351"
"622";"ENSDART00000103722.5";"ENSDARG00000088764"
"623";"ENSDART00000103766.6";"ENSDARG00000009754"
"624";"ENSDART00000104222.7";"ENSDARG00000043431"
"625";"ENSDART00000105315.6";"ENSDARG00000071377"
"626";"ENSDART00000105523.5";"ENSDARG00000071396"
"627";"ENSDART00000105600.5";"ENSDARG00000022177"
"628";"ENSDART00000105854.5";"ENSDARG00000071548"
"629";"ENSDART00000106072.5";"ENSDARG00000089750"
"630";"ENSDART00000106104.4";"ENSDARG00000071648"
"631";"ENSDART00000106156.5";"ENSDARG00000071679"
"632";"ENSDART00000108771.4";"ENSDARG00000076966"
"633";"ENSDART00000109440.4";"ENSDARG00000077778"
"634";"ENSDART00000110167.4";"ENSDARG00000075072"
"635";"ENSDART00000111284.4";"ENSDARG00000077082"
"636";"ENSDART00000111858.4";"ENSDARG00000079391"
"637";"ENSDART00000112098.4";"ENSDARG00000075030"
"638";"ENSDART00000112382.4";"ENSDARG00000076830"
"639";"ENSDART00000113081.5";"ENSDARG00000079665"
"640";"ENSDART00000113332.4";"ENSDARG00000073688"
"641";"ENSDART00000113744.5";"ENSDARG00000079438"
"642";"ENSDART00000113818.4";"ENSDARG00000079455"
"643";"ENSDART00000114226.5";"ENSDARG00000025671"
"644";"ENSDART00000114471.4";"ENSDARG00000077581"
"645";"ENSDART00000115343.4";"ENSDARG00000079453"
"646";"ENSDART00000121489.4";"ENSDARG00000032264"
"647";"ENSDART00000122719.3";"ENSDARG00000058815"
"648";"ENSDART00000123011.3";"ENSDARG00000062108"
"649";"ENSDART00000123524.5";"ENSDARG00000095132"
"650";"ENSDART00000123660.4";"ENSDARG00000100906"
"651";"ENSDART00000123925.3";"ENSDARG00000003206"
"652";"ENSDART00000124342.4";"ENSDARG00000052010"
"653";"ENSDART00000124889.2";"ENSDARG00000086457"
"654";"ENSDART00000126808.3";"ENSDARG00000010408"
"655";"ENSDART00000126823.3";"ENSDARG00000015566"
"656";"ENSDART00000127270.3";"ENSDARG00000035018"
"657";"ENSDART00000127695.3";"ENSDARG00000015862"
"658";"ENSDART00000128169.2";"ENSDARG00000088764"
"659";"ENSDART00000128290.3";"ENSDARG00000022177"
"660";"ENSDART00000128309.3";"ENSDARG00000009754"
"661";"ENSDART00000128317.3";"ENSDARG00000079455"
"662";"ENSDART00000128773.3";"ENSDARG00000088293"
"663";"ENSDART00000129663.3";"ENSDARG00000070846"
"664";"ENSDART00000129749.4";"ENSDARG00000037962"
"665";"ENSDART00000130283.3";"ENSDARG00000004296"
"666";"ENSDART00000130768.3";"ENSDARG00000070846"
"667";"ENSDART00000131041.3";"ENSDARG00000088293"
"668";"ENSDART00000131049.3";"ENSDARG00000087814"
"669";"ENSDART00000131254.3";"ENSDARG00000018008"
"670";"ENSDART00000131415.2";"ENSDARG00000039880"
"671";"ENSDART00000131840.2";"ENSDARG00000010956"
"672";"ENSDART00000131897.4";"ENSDARG00000004184"
"673";"ENSDART00000131976.3";"ENSDARG00000002912"
"674";"ENSDART00000131997.2";"ENSDARG00000015681"
"675";"ENSDART00000132034.2";"ENSDARG00000056531"
"676";"ENSDART00000132227.2";"ENSDARG00000042252"
"677";"ENSDART00000132356.2";"ENSDARG00000017163"
"678";"ENSDART00000132384.2";"ENSDARG00000057227"
"679";"ENSDART00000132467.3";"ENSDARG00000037962"
"680";"ENSDART00000132541.3";"ENSDARG00000093111"
"681";"ENSDART00000132828.3";"ENSDARG00000002219"
"682";"ENSDART00000133049.3";"ENSDARG00000039349"
"683";"ENSDART00000133109.4";"ENSDARG00000035860"
"684";"ENSDART00000133566.2";"ENSDARG00000040930"
"685";"ENSDART00000133804.2";"ENSDARG00000037962"
"686";"ENSDART00000133880.3";"ENSDARG00000094616"
"687";"ENSDART00000134083.3";"ENSDARG00000075673"
"688";"ENSDART00000134199.2";"ENSDARG00000018008"
"689";"ENSDART00000134242.2";"ENSDARG00000018898"
"690";"ENSDART00000134308.2";"ENSDARG00000077581"
"691";"ENSDART00000134326.3";"ENSDARG00000076830"
"692";"ENSDART00000134659.3";"ENSDARG00000020788"
"693";"ENSDART00000134689.2";"ENSDARG00000023111"
"694";"ENSDART00000134773.2";"ENSDARG00000018898"
"695";"ENSDART00000134928.3";"ENSDARG00000051729"
"696";"ENSDART00000135010.3";"ENSDARG00000095132"
"697";"ENSDART00000135078.2";"ENSDARG00000027826"
"698";"ENSDART00000135107.2";"ENSDARG00000010956"
"699";"ENSDART00000135131.3";"ENSDARG00000088861"
"700";"ENSDART00000135159.2";"ENSDARG00000095555"
"701";"ENSDART00000135168.3";"ENSDARG00000093450"
"702";"ENSDART00000135194.2";"ENSDARG00000033134"
"703";"ENSDART00000135238.3";"ENSDARG00000075818"
"704";"ENSDART00000135257.2";"ENSDARG00000093164"
"705";"ENSDART00000135273.3";"ENSDARG00000059351"
"706";"ENSDART00000135417.3";"ENSDARG00000013076"
"707";"ENSDART00000135457.2";"ENSDARG00000004296"
"708";"ENSDART00000135645.2";"ENSDARG00000004296"
"709";"ENSDART00000135766.2";"ENSDARG00000094473"
"710";"ENSDART00000135772.2";"ENSDARG00000076830"
"711";"ENSDART00000135845.4";"ENSDARG00000021913"
"712";"ENSDART00000135867.2";"ENSDARG00000075673"
"713";"ENSDART00000135925.2";"ENSDARG00000068993"
"714";"ENSDART00000135985.4";"ENSDARG00000026403"
"715";"ENSDART00000136249.3";"ENSDARG00000069758"
"716";"ENSDART00000136320.2";"ENSDARG00000041802"
"717";"ENSDART00000136504.2";"ENSDARG00000062108"
"718";"ENSDART00000137156.3";"ENSDARG00000027826"
"719";"ENSDART00000137203.3";"ENSDARG00000036382"
"720";"ENSDART00000137210.3";"ENSDARG00000059351"
"721";"ENSDART00000137388.3";"ENSDARG00000092855"
"722";"ENSDART00000137420.2";"ENSDARG00000093608"
"723";"ENSDART00000137479.2";"ENSDARG00000032264"
"724";"ENSDART00000137504.2";"ENSDARG00000055560"
"725";"ENSDART00000137768.2";"ENSDARG00000077581"
"726";"ENSDART00000138142.2";"ENSDARG00000003206"
"727";"ENSDART00000138335.2";"ENSDARG00000015681"
"728";"ENSDART00000138964.3";"ENSDARG00000077778"
"729";"ENSDART00000139114.2";"ENSDARG00000092535"
"730";"ENSDART00000139270.3";"ENSDARG00000069758"
"731";"ENSDART00000139648.2";"ENSDARG00000042057"
"732";"ENSDART00000139650.3";"ENSDARG00000017835"
"733";"ENSDART00000139701.3";"ENSDARG00000018898"
"734";"ENSDART00000139829.2";"ENSDARG00000077581"
"735";"ENSDART00000140126.2";"ENSDARG00000075818"
"736";"ENSDART00000140313.2";"ENSDARG00000086457"
"737";"ENSDART00000140432.4";"ENSDARG00000029905"
"738";"ENSDART00000140469.3";"ENSDARG00000040930"
"739";"ENSDART00000140829.3";"ENSDARG00000093450"
"740";"ENSDART00000140977.3";"ENSDARG00000003206"
"741";"ENSDART00000141061.2";"ENSDARG00000078717"
"742";"ENSDART00000141074.2";"ENSDARG00000075673"
"743";"ENSDART00000141231.3";"ENSDARG00000090814"
"744";"ENSDART00000141276.2";"ENSDARG00000071679"
"745";"ENSDART00000141359.2";"ENSDARG00000078529"
"746";"ENSDART00000141415.2";"ENSDARG00000013076"
"747";"ENSDART00000141653.3";"ENSDARG00000018008"
"748";"ENSDART00000141683.2";"ENSDARG00000076830"
"749";"ENSDART00000141841.2";"ENSDARG00000037962"
"750";"ENSDART00000141924.2";"ENSDARG00000030311"
"751";"ENSDART00000142233.2";"ENSDARG00000094616"
"752";"ENSDART00000142677.2";"ENSDARG00000004296"
"753";"ENSDART00000142684.3";"ENSDARG00000111173"
"754";"ENSDART00000142730.3";"ENSDARG00000030867"
"755";"ENSDART00000142870.3";"ENSDARG00000062987"
"756";"ENSDART00000142883.3";"ENSDARG00000068993"
"757";"ENSDART00000142935.2";"ENSDARG00000070846"
"758";"ENSDART00000143018.2";"ENSDARG00000043431"
"759";"ENSDART00000143118.4";"ENSDARG00000078529"
"760";"ENSDART00000143160.2";"ENSDARG00000016897"
"761";"ENSDART00000143339.3";"ENSDARG00000003206"
"762";"ENSDART00000143363.4";"ENSDARG00000069595"
"763";"ENSDART00000143657.3";"ENSDARG00000062549"
"764";"ENSDART00000143677.3";"ENSDARG00000025671"
"765";"ENSDART00000143718.2";"ENSDARG00000068993"
"766";"ENSDART00000143732.2";"ENSDARG00000035860"
"767";"ENSDART00000143933.3";"ENSDARG00000003206"
"768";"ENSDART00000144018.2";"ENSDARG00000075673"
"769";"ENSDART00000144054.4";"ENSDARG00000093111"
"770";"ENSDART00000144218.2";"ENSDARG00000093621"
"771";"ENSDART00000144454.2";"ENSDARG00000018008"
"772";"ENSDART00000144480.2";"ENSDARG00000069758"
"773";"ENSDART00000144571.4";"ENSDARG00000063390"
"774";"ENSDART00000144591.2";"ENSDARG00000052010"
"775";"ENSDART00000144822.2";"ENSDARG00000059351"
"776";"ENSDART00000144851.3";"ENSDARG00000094616"
"777";"ENSDART00000144949.4";"ENSDARG00000042252"
"778";"ENSDART00000145044.3";"ENSDARG00000075112"
"779";"ENSDART00000145198.2";"ENSDARG00000055901"
"780";"ENSDART00000145516.3";"ENSDARG00000070846"
"781";"ENSDART00000145570.2";"ENSDARG00000039173"
"782";"ENSDART00000145657.2";"ENSDARG00000094616"
"783";"ENSDART00000145791.3";"ENSDARG00000059423"
"784";"ENSDART00000145829.2";"ENSDARG00000093608"
"785";"ENSDART00000146136.2";"ENSDARG00000027141"
"786";"ENSDART00000146237.3";"ENSDARG00000052846"
"787";"ENSDART00000146457.3";"ENSDARG00000068993"
"788";"ENSDART00000146793.2";"ENSDARG00000076830"
"789";"ENSDART00000146814.2";"ENSDARG00000002184"
"790";"ENSDART00000146900.2";"ENSDARG00000020788"
"791";"ENSDART00000146909.2";"ENSDARG00000010717"
"792";"ENSDART00000146924.4";"ENSDARG00000042057"
"793";"ENSDART00000147128.4";"ENSDARG00000063006"
"794";"ENSDART00000147187.3";"ENSDARG00000029905"
"795";"ENSDART00000147298.4";"ENSDARG00000059423"
"796";"ENSDART00000147395.2";"ENSDARG00000075818"
"797";"ENSDART00000147482.3";"ENSDARG00000093111"
"798";"ENSDART00000147568.3";"ENSDARG00000093621"
"799";"ENSDART00000148013.2";"ENSDARG00000044015"
"800";"ENSDART00000148075.3";"ENSDARG00000075855"
"801";"ENSDART00000148346.3";"ENSDARG00000002994"
"802";"ENSDART00000148416.2";"ENSDARG00000075112"
"803";"ENSDART00000148515.2";"ENSDARG00000036080"
"804";"ENSDART00000148621.2";"ENSDARG00000036080"
"805";"ENSDART00000148737.3";"ENSDARG00000004433"
"806";"ENSDART00000148809.3";"ENSDARG00000069245"
"807";"ENSDART00000148910.3";"ENSDARG00000029905"
"808";"ENSDART00000149001.3";"ENSDARG00000069245"
"809";"ENSDART00000149116.2";"ENSDARG00000069595"
"810";"ENSDART00000149320.2";"ENSDARG00000078686"
"811";"ENSDART00000149426.3";"ENSDARG00000019098"
"812";"ENSDART00000149510.2";"ENSDARG00000036893"
"813";"ENSDART00000149772.2";"ENSDARG00000011240"
"814";"ENSDART00000149907.3";"ENSDARG00000071648"
"815";"ENSDART00000149946.2";"ENSDARG00000071396"
"816";"ENSDART00000150048.2";"ENSDARG00000045070"
"817";"ENSDART00000150147.3";"ENSDARG00000071648"
"818";"ENSDART00000150698.3";"ENSDARG00000096118"
"819";"ENSDART00000150838.2";"ENSDARG00000088861"
"820";"ENSDART00000150958.2";"ENSDARG00000004597"
"821";"ENSDART00000151757.2";"ENSDARG00000063155"
"822";"ENSDART00000151921.3";"ENSDARG00000015566"
"823";"ENSDART00000152046.2";"ENSDARG00000010956"
"824";"ENSDART00000152180.2";"ENSDARG00000037196"
"825";"ENSDART00000152482.3";"ENSDARG00000076966"
"826";"ENSDART00000152549.2";"ENSDARG00000096588"
"827";"ENSDART00000152580.3";"ENSDARG00000079455"
"828";"ENSDART00000152633.2";"ENSDARG00000062987"
"829";"ENSDART00000152659.2";"ENSDARG00000077124"
"830";"ENSDART00000152776.2";"ENSDARG00000096606"
"831";"ENSDART00000152787.2";"ENSDARG00000079453"
"832";"ENSDART00000153031.2";"ENSDARG00000042057"
"833";"ENSDART00000153304.2";"ENSDARG00000069245"
"834";"ENSDART00000153806.2";"ENSDARG00000079221"
"835";"ENSDART00000154220.2";"ENSDARG00000088764"
"836";"ENSDART00000154229.3";"ENSDARG00000009253"
"837";"ENSDART00000154717.3";"ENSDARG00000003533"
"838";"ENSDART00000154756.2";"ENSDARG00000055445"
"839";"ENSDART00000154802.3";"ENSDARG00000035860"
"840";"ENSDART00000155016.2";"ENSDARG00000076025"
"841";"ENSDART00000155236.2";"ENSDARG00000089513"
"842";"ENSDART00000155302.2";"ENSDARG00000038363"
"843";"ENSDART00000155396.3";"ENSDARG00000055472"
"844";"ENSDART00000155432.3";"ENSDARG00000088764"
"845";"ENSDART00000155659.2";"ENSDARG00000052142"
"846";"ENSDART00000155697.2";"ENSDARG00000009754"
"847";"ENSDART00000156125.2";"ENSDARG00000079221"
"848";"ENSDART00000156262.2";"ENSDARG00000009253"
"849";"ENSDART00000156417.2";"ENSDARG00000097063"
"850";"ENSDART00000156444.2";"ENSDARG00000097032"
"851";"ENSDART00000156520.2";"ENSDARG00000009253"
"852";"ENSDART00000156716.3";"ENSDARG00000052142"
"853";"ENSDART00000156827.2";"ENSDARG00000097115"
"854";"ENSDART00000157109.2";"ENSDARG00000088764"
"855";"ENSDART00000157205.2";"ENSDARG00000097115"
"856";"ENSDART00000157333.2";"ENSDARG00000097225"
"857";"ENSDART00000157601.2";"ENSDARG00000010956"
"858";"ENSDART00000157602.2";"ENSDARG00000102929"
"859";"ENSDART00000157703.2";"ENSDARG00000077082"
"860";"ENSDART00000158175.2";"ENSDARG00000079665"
"861";"ENSDART00000158709.2";"ENSDARG00000017835"
"862";"ENSDART00000159338.2";"ENSDARG00000100139"
"863";"ENSDART00000159346.2";"ENSDARG00000075952"
"864";"ENSDART00000159727.2";"ENSDARG00000098652"
"865";"ENSDART00000159840.2";"ENSDARG00000098428"
"866";"ENSDART00000159900.2";"ENSDARG00000025325"
"867";"ENSDART00000159902.2";"ENSDARG00000103155"
"868";"ENSDART00000160097.2";"ENSDARG00000104332"
"869";"ENSDART00000160191.2";"ENSDARG00000042252"
"870";"ENSDART00000160503.2";"ENSDARG00000102612"
"871";"ENSDART00000160681.2";"ENSDARG00000077082"
"872";"ENSDART00000160909.3";"ENSDARG00000070846"
"873";"ENSDART00000161627.2";"ENSDARG00000099685"
"874";"ENSDART00000161638.2";"ENSDARG00000102434"
"875";"ENSDART00000161721.2";"ENSDARG00000042252"
"876";"ENSDART00000161799.2";"ENSDARG00000103395"
"877";"ENSDART00000162237.3";"ENSDARG00000052164"
"878";"ENSDART00000163331.2";"ENSDARG00000098257"
"879";"ENSDART00000164068.2";"ENSDARG00000095132"
"880";"ENSDART00000164072.2";"ENSDARG00000100139"
"881";"ENSDART00000164134.2";"ENSDARG00000020926"
"882";"ENSDART00000164732.2";"ENSDARG00000098257"
"883";"ENSDART00000164749.2";"ENSDARG00000101910"
"884";"ENSDART00000165067.2";"ENSDARG00000100531"
"885";"ENSDART00000165372.2";"ENSDARG00000101459"
"886";"ENSDART00000165399.2";"ENSDARG00000101456"
"887";"ENSDART00000165408.2";"ENSDARG00000104656"
"888";"ENSDART00000165760.3";"ENSDARG00000093608"
"889";"ENSDART00000166041.3";"ENSDARG00000105359"
"890";"ENSDART00000166466.2";"ENSDARG00000100468"
"891";"ENSDART00000166983.2";"ENSDARG00000102929"
"892";"ENSDART00000167089.2";"ENSDARG00000076830"
"893";"ENSDART00000167674.2";"ENSDARG00000102080"
"894";"ENSDART00000167806.2";"ENSDARG00000099535"
"895";"ENSDART00000167934.2";"ENSDARG00000101459"
"896";"ENSDART00000168016.2";"ENSDARG00000099685"
"897";"ENSDART00000168236.2";"ENSDARG00000102080"
"898";"ENSDART00000168541.2";"ENSDARG00000100139"
"899";"ENSDART00000168621.2";"ENSDARG00000101050"
"900";"ENSDART00000168640.2";"ENSDARG00000021702"
"901";"ENSDART00000168665.2";"ENSDARG00000098075"
"902";"ENSDART00000168712.2";"ENSDARG00000101319"
